gov,name,name_clean,position,date_start,date_end,ministry
Schallenberg,"Mag. Alexander Schallenberg, LL.M.",Alexander Schallenberg,Bundeskanzler,2021-10-11,2021-10-12,Bundeskanzleramt
Schallenberg,Mag. Werner Kogler,Werner Kogler,Vizekanzler,2021-10-11,2021-10-12,Bundeskanzleramt
Schallenberg,Mag. Karoline Edtstadler,Karoline Edtstadler,Bundesminister,2021-10-11,2021-10-12,Bundeskanzleramt
Schallenberg,MMag. Dr. Susanne Raab,Susanne Raab,Bundesminister,2021-10-11,2021-10-12,Bundeskanzleramt
Schallenberg,Mag. Werner Kogler,Werner Kogler,Bundesminister,2021-10-11,2021-10-12,"Bundesministerium für Kunst, Kultur, öffentlichen Dienst und Sport"
Schallenberg,Mag. Andrea Mayer,Andrea Mayer,Staatssekretärin,2021-10-11,2021-10-12,"Bundesministerium für Kunst, Kultur, öffentlichen Dienst und Sport"
Schallenberg,Dr. Michael Linhart,Michael Linhart,Bundesminister,2021-10-11,2021-10-12,Bundesministerium für europäische und internationale Angelegenheiten
Schallenberg,Mag. Dr. Martin Kocher,Martin Kocher,Bundesminister,2021-10-11,2021-10-12,Bundesministerium für Arbeit
Schallenberg,Dr. Heinz Faßmann,Heinz Faßmann,Bundesminister,2021-10-11,2021-10-12,"Bundesministerium für Bildung, Wissenschaft und Forschung"
Schallenberg,Dr. Margarete Schramböck,Margarete Schramböck,Bundesminister,2021-10-11,2021-10-12,Bundesministerium für Digitalisierung und Wirtschaftsstandort
Schallenberg,"Mag. Gernot Blümel, MBA",Gernot Blümel,Bundesminister,2021-10-11,2021-10-12,Bundesministerium für Finanzen
Schallenberg,"Karl Nehammer, MSc",Karl Nehammer,Bundesminister,2021-10-11,2021-10-12,Bundesministerium für Inneres
Schallenberg,"Dr. Alma Zadić, LL.M.",Alma Zadić,Bundesminister,2021-10-11,2021-10-12,Bundesministerium für Justiz
Schallenberg,"Leonore Gewessler, BA",Leonore Gewessler,Bundesminister,2021-10-11,2021-10-12,"Bundesministerium für Klimaschutz, Umwelt, Energie, Mobilität, Innovation und Technologie"
Schallenberg,"Dr. Magnus Brunner, LL.M.",Magnus Brunner,Staatssekretär,2021-10-11,2021-10-12,"Bundesministerium für Klimaschutz, Umwelt, Energie, Mobilität, Innovation und Technologie"
Schallenberg,Mag. Klaudia Tanner,Klaudia Tanner,Bundesminister,2021-10-11,2021-10-12,Bundesministerium für Landesverteidigung
Schallenberg,Elisabeth Köstinger,Elisabeth Köstinger,Bundesminister,2021-10-11,2021-10-12,"Bundesministerium für Landwirtschaft, Regionen und Tourismus"
Schallenberg,Dr. Wolfgang Mückstein,Wolfgang Mückstein,Bundesminister,2021-10-11,2021-10-12,"Bundesministerium für Soziales, Gesundheit, Pflege und Konsumentenschutz"
Kurz II,Sebastian Kurz,Sebastian Kurz,Bundeskanzler,2020-01-07,2021-10-11,Bundeskanzleramt
Kurz II,Mag. Werner Kogler,Werner Kogler,Vizekanzler,2020-01-07,2021-10-11,Bundeskanzleramt
Kurz II,Mag. (FH) Christine Aschbacher,Christine Aschbacher,Bundesministerin,2020-01-08,2020-01-29,Bundeskanzleramt
Kurz II,Mag. Karoline Edtstadler,Karoline Edtstadler,Bundesministerin,2020-01-08,2020-01-29,Bundeskanzleramt
Kurz II,MMag. Dr. Susanne Raab,Susanne Raab,Bundesministerin,2020-01-08,2020-01-29,Bundeskanzleramt
Kurz II,Mag. Karoline Edtstadler,Karoline Edtstadler,Bundesministerin für EU und Verfassung,2020-01-29,2021-10-11,Bundeskanzleramt
Kurz II,MMag. Dr. Susanne Raab,Susanne Raab,"Bundesministerin für Frauen, Familie, Jugend und Integration",2021-02-02,2021-10-11,Bundeskanzleramt
Kurz II,MMag. Dr. Susanne Raab,Susanne Raab,Bundesministerin für Frauen und Integration,2020-01-29,2021-02-01,Bundeskanzleramt
Kurz II,Mag. (FH) Christine Aschbacher,Christine Aschbacher,Bundesministerin ohne Portefeuille,2020-01-07,2020-01-08,Bundeskanzleramt
Kurz II,Mag. Karoline Edtstadler,Karoline Edtstadler,Bundesministerin ohne Portefeuille,2020-01-07,2020-01-08,Bundeskanzleramt
Kurz II,MMag. Dr. Susanne Raab,Susanne Raab,Bundesministerin ohne Portefeuille,2020-01-07,2020-01-08,Bundeskanzleramt
Kurz II,Mag. Karoline Edtstadler,Karoline Edtstadler,Betraut mit der Vertretung der Bundesministerin,2021-06-15,2021-09-07,"Büro der Bundesministerin für Frauen, Familie, Jugend und Integration"
Kurz II,Mag. Werner Kogler,Werner Kogler,Bundesminister,2020-01-29,2021-10-11,"Bundesministerium für Kunst, Kultur, öffentlichen Dienst und Sport"
Kurz II,Mag. Andrea Mayer,Andrea Mayer,Staatssekretärin,2020-05-20,2021-10-11,"Bundesministerium für Kunst, Kultur, öffentlichen Dienst und Sport"
Kurz II,Mag. Ulrike Lunacek,Ulrike Lunacek,Staatssekretärin,2020-01-29,2020-05-20,"Bundesministerium für Kunst, Kultur, öffentlichen Dienst und Sport"
Kurz II,"Mag. Alexander Schallenberg, LL.M.",Alexander Schallenberg,Bundesminister,2020-01-29,2021-10-11,Bundesministerium für europäische und internationale Angelegenheiten
Kurz II,Mag. Dr. Martin Kocher,Martin Kocher,Bundesminister,2021-02-01,2021-10-11,Bundesministerium für Arbeit
Kurz II,Dr. Heinz Faßmann,Heinz Faßmann,Bundesminister,2020-01-07,2021-10-11,"Bundesministerium für Bildung, Wissenschaft und Forschung"
Kurz II,Dr. Margarete Schramböck,Margarete Schramböck,Bundesministerin,2020-01-07,2021-10-11,Bundesministerium für Digitalisierung und Wirtschaftsstandort
Kurz II,"Mag. Gernot Blümel, MBA",Gernot Blümel,Bundesminister,2020-01-07,2021-10-11,Bundesministerium für Finanzen
Kurz II,"Karl Nehammer, MSc",Karl Nehammer,Bundesminister,2020-01-07,2021-10-11,Bundesministerium für Inneres
Kurz II,"Dr. Alma Zadić, LL.M.",Alma Zadić,Bundesministerin,2020-01-29,2021-10-11,Bundesministerium für Justiz
Kurz II,Mag. Werner Kogler,Werner Kogler,Betraut mit der Vertretung der Bundesministerin,2021-01-08,2021-03-14,Bundesministerium für Justiz
Kurz II,"Leonore Gewessler, BA",Leonore Gewessler,Bundesministerin,2020-01-29,2021-10-11,"Bundesministerium für Klimaschutz, Umwelt, Energie, Mobilität, Innovation und Technologie"
Kurz II,"Dr. Magnus Brunner, LL.M.",Magnus Brunner,Staatssekretär,2020-01-29,2021-10-11,"Bundesministerium für Klimaschutz, Umwelt, Energie, Mobilität, Innovation und Technologie"
Kurz II,Mag. Klaudia Tanner,Klaudia Tanner,Bundesministerin,2020-01-07,2021-10-11,Bundesministerium für Landesverteidigung
Kurz II,Elisabeth Köstinger,Elisabeth Köstinger,Bundesministerin,2020-01-29,2021-10-11,"Bundesministerium für Landwirtschaft, Regionen und Tourismus"
Kurz II,Dr. Wolfgang Mückstein,Wolfgang Mückstein,Bundesminister,2021-04-19,2021-10-11,"Bundesministerium für Soziales, Gesundheit, Pflege und Konsumentenschutz"
Kurz II,Rudolf Anschober,Rudolf Anschober,Bundesminister,2020-01-29,2021-04-19,"Bundesministerium für Soziales, Gesundheit, Pflege und Konsumentenschutz"
Kurz II,Mag. Werner Kogler,Werner Kogler,Bundesminister,2020-01-07,2020-01-29,Bundesministerium für öffentlichen Dienst und Sport
Kurz II,Mag. Ulrike Lunacek,Ulrike Lunacek,Staatssekretärin,2020-01-07,2020-01-29,Bundesministerium für öffentlichen Dienst und Sport
Kurz II,"Mag. Alexander Schallenberg, LL.M.",Alexander Schallenberg,"Bundesminister für Europa, Integration und Äußeres",2020-01-07,2020-01-28,"Bundesministerium für Europa, Integration und Äußeres"
Kurz II,Rudolf Anschober,Rudolf Anschober,Bundesminister,2020-01-07,2020-01-29,"Bundesministerium für Arbeit, Soziales, Gesundheit und Konsumentenschutz"
Kurz II,Elisabeth Köstinger,Elisabeth Köstinger,Bundesministerin,2020-01-07,2020-01-29,Bundesministerium für Nachhaltigkeit und Tourismus
Kurz II,"Dr. Alma Zadić, LL.M.",Alma Zadić,Bundesministerin,2020-01-07,2020-01-29,"Bundesministerium für Verfassung, Reformen, Deregulierung und Justiz"
Kurz II,"Leonore Gewessler, BA",Leonore Gewessler,Bundesministerin,2020-01-07,2020-01-29,"Bundesministerium für Verkehr, Innovation und Technologie"
Kurz II,"Dr. Magnus Brunner, LL.M.",Magnus Brunner,Staatssekretär,2020-01-07,2020-01-29,"Bundesministerium für Verkehr, Innovation und Technologie"
Bierlein,Dr. Brigitte Bierlein,Brigitte Bierlein,Bundeskanzlerin,2019-06-03,2020-01-07,Bundeskanzleramt
Bierlein,Dr. Dr. h.c. Clemens Jabloner,Clemens Jabloner,Vizekanzler,2019-06-03,2019-10-01,Bundeskanzleramt
Bierlein,"Mag. Alexander Schallenberg, LL.M.",Alexander Schallenberg,Bundesminister,2019-06-05,2020-01-07,Bundeskanzleramt
Bierlein,Dr. Ines Stilling,Ines Stilling,Bundesministerin,2019-06-05,2020-01-07,Bundeskanzleramt
Bierlein,"Mag. Alexander Schallenberg, LL.M.",Alexander Schallenberg,"Betraut mit der Leitung der zum Wirkungsbereich des Bundeskanzleramtes gehörenden Angelegenheiten für EU, Kunst, Kultur und Medien",2019-06-05,2020-01-07,Bundeskanzleramt
Bierlein,Dr. Ines Stilling,Ines Stilling,"Betraut mit der Leitung der zum Wirkungsbereich des Bundeskanzleramtes gehörenden Angelegenheiten für Frauen, Familien und Jugend",2019-06-05,2020-01-07,Bundeskanzleramt
Bierlein,Dr. Ines Stilling,Ines Stilling,Bundesministerin ohne Portefeuille,2019-06-03,2019-06-05,Bundeskanzleramt
Bierlein,"Dipl.-Kfm. Eduard Müller, MBA",Eduard Müller,Betraut mit der Leitung des Bundesministeriums,2019-06-03,2020-01-07,Bundesministerium für öffentlichen Dienst und Sport
Bierlein,"Mag. Alexander Schallenberg, LL.M.",Alexander Schallenberg,Bundesminister,2019-06-03,2020-01-07,"Bundesministerium für Europa, Integration und Äußeres"
Bierlein,Mag. Dr. Brigitte Zarfl,Brigitte Zarfl,Bundesministerin,2019-06-03,2020-01-07,"Bundesministerium für Arbeit, Soziales, Gesundheit und Konsumentenschutz"
Bierlein,Mag. Dr. Iris Rauskala,Iris Rauskala,Bundesministerin,2019-06-03,2020-01-07,"Bundesministerium für Bildung, Wissenschaft und Forschung"
Bierlein,Mag. Elisabeth Udolf-Strobl,Elisabeth Udolf-Strobl,Bundesministerin,2019-06-03,2020-01-07,Bundesministerium für Digitalisierung und Wirtschaftsstandort
Bierlein,"Dipl.-Kfm. Eduard Müller, MBA",Eduard Müller,Bundesminister,2019-06-03,2020-01-07,Bundesministerium für Finanzen
Bierlein,Dr. Wolfgang Peschorn,Wolfgang Peschorn,Bundesminister,2019-06-03,2020-01-07,Bundesministerium für Inneres
Bierlein,"Dipl.-Ing. Maria Patek, MBA",Maria Patek,Bundesministerin,2019-06-03,2020-01-07,Bundesministerium für Nachhaltigkeit und Tourismus
Bierlein,Dr. Dr. h.c. Clemens Jabloner,Clemens Jabloner,Bundesminister,2019-06-03,2020-01-07,"Bundesministerium für Verfassung, Reformen, Deregulierung und Justiz"
Bierlein,Mag. Thomas Starlinger,Thomas Starlinger,Bundesminister,2019-06-03,2020-01-07,Bundesministerium für Landesverteidigung
Bierlein,Mag. Andreas Reichhardt,Andreas Reichhardt,Bundesminister,2019-06-03,2020-01-07,"Bundesministerium für Verkehr, Innovation und Technologie"
Einstweilige Bundesregierung Löger,Hartwig Löger,Hartwig Löger,Betraut mit dem Vorsitz in der einstweiligen Bundesregierung und der Fortführung der Verwaltung,2019-05-28,2019-06-03,Bundeskanzleramt
Einstweilige Bundesregierung Löger,"Mag. Gernot Blümel, MBA",Gernot Blümel,"Betraut mit der Fortführung der Verwaltung Bundesministerium für EU, Kunst, Kultur und Medien",2019-05-28,2019-06-03,Bundeskanzleramt
Einstweilige Bundesregierung Löger,Mag. Dr. Juliane Bogner-Strauß,Juliane Bogner-Strauß,"Betraut mit der Fortführung der Verwaltung im Bundesministerium für Frauen, Familien und Jugend",2019-05-28,2019-06-03,Bundeskanzleramt
Einstweilige Bundesregierung Löger,Mag. Dr. Juliane Bogner-Strauß,Juliane Bogner-Strauß,Betraut mit der Fortführung der Verwaltung,2019-05-28,2019-06-03,Bundesministerium für öffentlichen Dienst und Sport
Einstweilige Bundesregierung Löger,Dr. Karin Kneissl,Karin Kneissl,Betraut mit der Fortführung der Verwaltung,2019-05-28,2019-06-03,"Bundesministerium für Europa, Integration und Äußeres"
Einstweilige Bundesregierung Löger,Dr. Walter Pöltner,Walter Pöltner,Betraut mit der Fortführung der Verwaltung,2019-05-28,2019-06-03,"Bundesministerium für Arbeit, Soziales, Gesundheit und Konsumentenschutz"
Einstweilige Bundesregierung Löger,Dr. Heinz Faßmann,Heinz Faßmann,Betraut mit der Fortführung der Verwaltung,2019-05-28,2019-06-03,"Bundesministerium für Bildung, Wissenschaft und Forschung"
Einstweilige Bundesregierung Löger,Dr. Margarete Schramböck,Margarete Schramböck,Betraut mit der Fortführung der Verwaltung,2019-05-28,2019-06-03,Bundesministerium für Digitalisierung und Wirtschaftsstandort
Einstweilige Bundesregierung Löger,Hartwig Löger,Hartwig Löger,Betraut mit der Fortführung der Verwaltung,2019-05-28,2019-06-03,Bundesministerium für Finanzen
Einstweilige Bundesregierung Löger,Dr. Eckart Ratz,Eckart Ratz,Betraut mit der Fortführung der Verwaltung,2019-05-28,2019-06-03,Bundesministerium für Inneres
Einstweilige Bundesregierung Löger,Elisabeth Köstinger,Elisabeth Köstinger,Betraut mit der Fortführung der Verwaltung,2019-05-28,2019-06-03,Bundesministerium für Nachhaltigkeit und Tourismus
Einstweilige Bundesregierung Löger,Dr. Josef Moser,Josef Moser,Betraut mit der Fortführung der Verwaltung,2019-05-28,2019-06-03,"Bundesministerium für Verfassung, Reformen, Deregulierung und Justiz"
Einstweilige Bundesregierung Löger,Mag. Johann Luif,Johann Luif,Betraut mit der Fortführung der Verwaltung,2019-05-28,2019-06-03,Bundesministerium für Landesverteidigung
Einstweilige Bundesregierung Löger,Dr. Valerie Hackl,Valerie Hackl,Betraut mit der Fortführung der Verwaltung,2019-05-28,2019-06-03,"Bundesministerium für Verkehr, Innovation und Technologie"
Kurz I,Sebastian Kurz,Sebastian Kurz,Bundeskanzler,2017-12-18,2019-05-28,Bundeskanzleramt
Kurz I,Hartwig Löger,Hartwig Löger,Vizekanzler,2019-05-22,2019-05-28,Bundeskanzleramt
Kurz I,Heinz-Christian Strache,Heinz-Christian Strache,Vizekanzler,2017-12-18,2019-05-22,Bundeskanzleramt
Kurz I,"Mag. Gernot Blümel, MBA",Gernot Blümel,"Bundesminister für EU, Kunst, Kultur und Medien",2018-01-08,2019-05-28,Bundeskanzleramt
Kurz I,Mag. Dr. Juliane Bogner-Strauß,Juliane Bogner-Strauß,"Bundesministerin für Frauen, Familien und Jugend",2018-01-08,2019-05-28,Bundeskanzleramt
Kurz I,"Mag. Gernot Blümel, MBA",Gernot Blümel,Bundesminister ohne Portefeuille,2017-12-18,2018-01-08,Bundeskanzleramt
Kurz I,Mag. Dr. Juliane Bogner-Strauß,Juliane Bogner-Strauß,Betraut mit der Leitung des Bundesministeriums,2019-05-22,2019-05-28,Bundesministerium für öffentlichen Dienst und Sport
Kurz I,Heinz-Christian Strache,Heinz-Christian Strache,Bundesminister,2018-01-08,2019-05-22,Bundesministerium für öffentlichen Dienst und Sport
Kurz I,Dr. Karin Kneissl,Karin Kneissl,Bundesministerin,2017-12-18,2019-05-28,"Bundesministerium für Europa, Integration und Äußeres"
Kurz I,Dr. Walter Pöltner,Walter Pöltner,Bundesminister,2019-05-22,2019-05-28,"Bundesministerium für Arbeit, Soziales, Gesundheit und Konsumentenschutz"
Kurz I,Mag. Beate Hartinger-Klein,Beate Hartinger-Klein,Bundesministerin,2018-01-08,2019-05-22,"Bundesministerium für Arbeit, Soziales, Gesundheit und Konsumentenschutz"
Kurz I,Dr. Heinz Faßmann,Heinz Faßmann,Bundesminister,2018-01-08,2019-05-28,"Bundesministerium für Bildung, Wissenschaft und Forschung"
Kurz I,Dr. Margarete Schramböck,Margarete Schramböck,Bundesministerin,2018-01-08,2019-05-28,Bundesministerium für Digitalisierung und Wirtschaftsstandort
Kurz I,Hartwig Löger,Hartwig Löger,Bundesminister,2017-12-18,2019-05-28,Bundesministerium für Finanzen
Kurz I,MMag. DDr. Hubert Fuchs,Hubert Fuchs,Staatssekretär,2017-12-18,2019-05-22,Bundesministerium für Finanzen
Kurz I,Dr. Eckart Ratz,Eckart Ratz,Bundesminister,2019-05-22,2019-05-28,Bundesministerium für Inneres
Kurz I,Herbert Kickl,Herbert Kickl,Bundesminister,2017-12-18,2019-05-22,Bundesministerium für Inneres
Kurz I,Mag. Karoline Edtstadler,Karoline Edtstadler,Staatssekretärin,2017-12-18,2019-05-28,Bundesministerium für Inneres
Kurz I,Elisabeth Köstinger,Elisabeth Köstinger,Bundesministerin,2018-01-08,2019-05-28,Bundesministerium für Nachhaltigkeit und Tourismus
Kurz I,Mag. Dr. Juliane Bogner-Strauß,Juliane Bogner-Strauß,Betraut mit der Vertretung der Bundesministerin,2018-07-09,2018-08-26,Bundesministerium für Nachhaltigkeit und Tourismus
Kurz I,Dr. Josef Moser,Josef Moser,Bundesminister,2018-01-08,2019-05-28,"Bundesministerium für Verfassung, Reformen, Deregulierung und Justiz"
Kurz I,Mag. Johann Luif,Johann Luif,Bundesminister,2019-05-22,2019-05-28,Bundesministerium für Landesverteidigung
Kurz I,Mario Kunasek,Mario Kunasek,Bundesminister,2018-01-08,2019-05-22,Bundesministerium für Landesverteidigung
Kurz I,Dr. Valerie Hackl,Valerie Hackl,Bundesministerin,2019-05-22,2019-05-28,"Bundesministerium für Verkehr, Innovation und Technologie"
Kurz I,Ing. Norbert Hofer,Norbert Hofer,Bundesminister,2017-12-18,2019-05-22,"Bundesministerium für Verkehr, Innovation und Technologie"
Kurz I,Mag. Beate Hartinger-Klein,Beate Hartinger-Klein,Bundesministerin,2017-12-18,2018-01-08,"Bundesministerium für Arbeit, Soziales und Konsumentenschutz"
Kurz I,Dr. Heinz Faßmann,Heinz Faßmann,Bundesminister,2017-12-18,2018-01-08,Bundesministerium für Bildung
Kurz I,Mag. Dr. Juliane Bogner-Strauß,Juliane Bogner-Strauß,Bundesministerin,2017-12-18,2018-01-08,Bundesministerium für Familien und Jugend
Kurz I,Mag. Beate Hartinger-Klein,Beate Hartinger-Klein,Bundesministerin,2017-12-18,2018-01-08,Bundesministerium für Gesundheit und Frauen
Kurz I,Dr. Josef Moser,Josef Moser,Bundesminister,2017-12-18,2018-01-08,Bundesministerium für Justiz
Kurz I,Mario Kunasek,Mario Kunasek,Bundesminister,2017-12-18,2018-01-08,Bundesministerium für Landesverteidigung und Sport
Kurz I,Elisabeth Köstinger,Elisabeth Köstinger,Bundesministerin,2017-12-18,2018-01-08,"Bundesministerium für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft"
Kurz I,Dr. Margarete Schramböck,Margarete Schramböck,Bundesministerin,2017-12-18,2018-01-08,"Bundesministerium für Wissenschaft, Forschung und Wirtschaft"
Kern,Sebastian Kurz,Sebastian Kurz,Bundesminister,2016-05-17,2017-12-18,"Bundesministerium für Europa, Integration und Äußeres"
Faymann II,Werner Faymann,Werner Faymann,Bundeskanzler,2013-12-16,2016-05-09,Bundeskanzleramt
Faymann II,Sebastian Kurz,Sebastian Kurz,Bundesminister,2014-03-01,2016-05-17,"Bundesministerium für Europa, Integration und Äußeres"
Faymann II,Doris Bures,Doris Bures,Bundesministerin,2013-12-16,2014-09-01,"Bundesministerium für Verkehr, Innovation und Technologie"
Faymann II,Sebastian Kurz,Sebastian Kurz,Bundesminister,2013-12-16,2014-02-28,Bundesministerium für europäische und internationale Angelegenheiten
Faymann I,Werner Faymann,Werner Faymann,Bundeskanzler,2008-12-02,2013-12-16,Bundeskanzleramt
Faymann I,Sebastian Kurz,Sebastian Kurz,Staatssekretär,2011-04-21,2013-12-16,Bundesministerium für Inneres
Faymann I,Doris Bures,Doris Bures,Bundesministerin,2008-12-02,2013-12-16,"Bundesministerium für Verkehr, Innovation und Technologie"
Gusenbauer,Doris Bures,Doris Bures,"Bundesministerin für Frauen, Medien und öffentlichen Dienst",2007-03-01,2008-07-01,Bundeskanzleramt
Gusenbauer,Doris Bures,Doris Bures,Bundesministerin ohne Portefeuille,2007-01-11,2007-02-28,Bundeskanzleramt
Gusenbauer,Werner Faymann,Werner Faymann,Bundesminister,2007-01-11,2008-12-02,"Bundesministerium für Verkehr, Innovation und Technologie"
Vranitzky V,Dipl.-Kfm. Dr. Franz Vranitzky,Franz Vranitzky,Bundeskanzler,1996-03-12,1997-01-28,Bundeskanzleramt
Vranitzky IV,Dipl.-Kfm. Dr. Franz Vranitzky,Franz Vranitzky,Bundeskanzler,1994-11-29,1996-03-12,Bundeskanzleramt
Vranitzky III,Dipl.-Kfm. Dr. Franz Vranitzky,Franz Vranitzky,Bundeskanzler,1990-12-17,1994-11-29,Bundeskanzleramt
Vranitzky II,Dipl.-Kfm. Dr. Franz Vranitzky,Franz Vranitzky,Bundeskanzler,1987-01-21,1990-12-17,Bundeskanzleramt
Vranitzky I,Dipl.-Kfm. Dr. Franz Vranitzky,Franz Vranitzky,Bundeskanzler,1986-06-16,1987-01-21,Bundeskanzleramt
Sinowatz,Dipl.-Kfm. Dr. Franz Vranitzky,Franz Vranitzky,Bundesminister,1984-09-10,1986-06-16,Bundesministerium für Finanzen
Raab I,Ing. DDDr. Julius Raab,Julius Raab,Bundeskanzler,1953-04-02,1956-06-29,Bundeskanzleramt
Raab I,Dr. Adolf Schärf,Adolf Schärf,Vizekanzler,1953-04-02,1956-06-29,Bundeskanzleramt
Raab I,Dipl.-Ing. DDDr. h.c. Leopold Figl,Leopold Figl,Bundesminister für die auswärtigen Angelegenheiten,1953-11-26,1956-06-29,Bundeskanzleramt
Raab I,Dipl.-Ing. Dr. Karl Gruber,Karl Gruber,Bundesminister für die auswärtigen Angelegenheiten,1953-04-02,1953-11-26,Bundeskanzleramt
Raab I,Dr. Bruno Kreisky,Bruno Kreisky,Staatssekretär für die auswärtigen Angelegenheiten,1953-04-02,1956-06-29,Bundeskanzleramt
Raab I,Dipl.-Ing. Karl Waldbrunner,Karl Waldbrunner,Bundesminister,1953-04-02,1956-06-29,Bundesministerium für Verkehr und verstaatlichte Betriebe
Raab I,Oskar Helmer,Oskar Helmer,Bundesminister,1953-04-02,1956-06-28,Bundesministerium für Inneres
Raab I,Ferdinand Graf,Ferdinand Graf,Staatssekretär,1953-04-02,1956-06-28,Bundesministerium für Inneres
Raab I,Dr. Hans Kapfer,Hans Kapfer,Bundesminister,1955-01-17,1956-06-28,Bundesministerium für Justiz
Raab I,Dr. Josef Gerö,Josef Gerö,Bundesminister,1953-04-02,1954-12-28,Bundesministerium für Justiz
Raab I,Dr. Heinrich Drimmel,Heinrich Drimmel,Bundesminister,1954-11-01,1956-06-28,Bundesministerium für Unterricht
Raab I,Dr. Ernst Kolb,Ernst Kolb,Bundesminister,1953-04-02,1954-10-31,Bundesministerium für Unterricht
Raab I,Anton Proksch,Anton Proksch,Bundesminister,1956-01-23,1956-06-28,Bundesministerium für soziale Verwaltung
Raab I,Karl Maisel,Karl Maisel,Bundesminister,1953-04-02,1956-01-23,Bundesministerium für soziale Verwaltung
Raab I,Dr. Dr. h.c. Reinhard Kamitz,Reinhard Kamitz,Bundesminister,1953-04-02,1956-06-28,Bundesministerium für Finanzen
Raab I,Dr. Fritz Bock,Fritz Bock,Staatssekretär,1955-07-07,1956-06-28,Bundesministerium für Finanzen
Raab I,Franz Thoma,Franz Thoma,Bundesminister,1953-04-02,1956-06-28,Bundesministerium für Land- und Forstwirtschaft
Raab I,DDDr. Udo Illig,Udo Illig,Bundesminister,1953-04-28,1956-06-28,Bundesministerium für Handel und Wiederaufbau
Raab I,Ing. DDDr. Julius Raab,Julius Raab,Betraut mit der einstweiligen Führung der Geschäfte des Bundesministeriums,1953-04-21,1953-04-28,Bundesministerium für Handel und Wiederaufbau
Raab I,Josef Böck-Greissau,Josef Böck-Greissau,Bundesminister,1953-04-02,1953-04-21,Bundesministerium für Handel und Wiederaufbau
Raab I,Dr. Rudolf Fischer,Rudolf Fischer,Staatssekretär,1954-08-02,1956-06-28,Bundesministerium für Handel und Wiederaufbau
Raab I,Dr. Fritz Bock,Fritz Bock,Staatssekretär,1953-04-02,1955-07-07,Bundesministerium für Handel und Wiederaufbau
Raab I,Dipl.-Ing. Raimund Gehart,Raimund Gehart,Staatssekretär,1953-04-02,1954-07-31,Bundesministerium für Handel und Wiederaufbau
Figl III,Dipl.-Ing. DDDr. h.c. Leopold Figl,Leopold Figl,Bundeskanzler,1952-10-28,1953-04-02,Bundeskanzleramt
Figl III,Dr. Adolf Schärf,Adolf Schärf,Vizekanzler,1952-10-28,1953-04-02,Bundeskanzleramt
Figl III,Dipl.-Ing. Dr. Karl Gruber,Karl Gruber,Bundesminister für die auswärtigen Angelegenheiten,1952-10-28,1953-04-02,Bundeskanzleramt
Figl III,Oskar Helmer,Oskar Helmer,Bundesminister,1952-10-28,1953-04-02,Bundesministerium für Inneres
Figl III,Ferdinand Graf,Ferdinand Graf,Staatssekretär,1952-10-28,1953-04-02,Bundesministerium für Inneres
Figl III,Andreas Korp,Andreas Korp,Staatssekretär,1952-10-28,1953-04-02,Bundesministerium für Inneres
