gov,name,name_clean,position,date_start,date_end,ministry
Figl III,Dr. Josef Gerö,Josef Gerö,Bundesminister,1952-10-28,1953-04-02,Bundesministerium für Justiz
Figl III,Dr. Ernst Kolb,Ernst Kolb,Bundesminister,1952-10-28,1953-04-02,Bundesministerium für Unterricht
Figl III,Karl Maisel,Karl Maisel,Bundesminister,1952-10-28,1953-04-02,Bundesministerium für soziale Verwaltung
Figl III,Dr. Dr. h.c. Reinhard Kamitz,Reinhard Kamitz,Bundesminister,1952-10-28,1953-04-02,Bundesministerium für Finanzen
Figl III,Franz Thoma,Franz Thoma,Bundesminister,1952-10-28,1953-04-02,Bundesministerium für Land- und Forstwirtschaft
Figl III,Josef Böck-Greissau,Josef Böck-Greissau,Bundesminister,1952-10-28,1953-04-02,Bundesministerium für Handel und Wiederaufbau
Figl III,Dr. Fritz Bock,Fritz Bock,Staatssekretär,1952-10-28,1953-04-02,Bundesministerium für Handel und Wiederaufbau
Figl III,Dipl.-Ing. Karl Waldbrunner,Karl Waldbrunner,Bundesminister,1952-10-28,1953-04-02,Bundesministerium für Verkehr und verstaatlichte Betriebe
Figl III,Vinzenz Übeleis,Vinzenz Übeleis,Staatssekretär,1952-10-28,1953-04-02,Bundesministerium für Verkehr und verstaatlichte Betriebe
Figl II,Dipl.-Ing. DDDr. h.c. Leopold Figl,Leopold Figl,Bundeskanzler,1949-11-08,1952-10-28,Bundeskanzleramt
Figl II,Dr. Adolf Schärf,Adolf Schärf,Vizekanzler,1949-11-08,1952-10-28,Bundeskanzleramt
Figl II,Dipl.-Ing. Dr. Karl Gruber,Karl Gruber,Bundesminister für die auswärtigen Angelegenheiten,1949-11-08,1952-10-28,Bundeskanzleramt
Figl II,Oskar Helmer,Oskar Helmer,Bundesminister,1949-11-08,1952-10-28,Bundesministerium für Inneres
Figl II,Ferdinand Graf,Ferdinand Graf,Staatssekretär,1949-11-08,1952-10-28,Bundesministerium für Inneres
Figl II,Andreas Korp,Andreas Korp,Staatssekretär,1952-01-23,1952-10-28,Bundesministerium für Inneres
Figl II,Dr. Josef Gerö,Josef Gerö,Bundesminister,1952-09-16,1952-10-28,Bundesministerium für Justiz
Figl II,Dr. Otto Tschadek,Otto Tschadek,Bundesminister,1949-11-08,1952-09-16,Bundesministerium für Justiz
Figl II,Dr. Ernst Kolb,Ernst Kolb,Bundesminister,1952-01-23,1952-10-28,Bundesministerium für Unterricht
Figl II,Dr. Felix Hurdes,Felix Hurdes,Bundesminister,1949-11-08,1952-01-23,Bundesministerium für Unterricht
Figl II,Karl Maisel,Karl Maisel,Bundesminister,1949-11-08,1952-10-28,Bundesministerium für soziale Verwaltung
Figl II,Dr. Dr. h.c. Reinhard Kamitz,Reinhard Kamitz,Bundesminister,1952-01-23,1952-10-28,Bundesministerium für Finanzen
Figl II,Dr. Eugen Margaretha,Eugen Margaretha,Bundesminister,1949-11-08,1952-01-23,Bundesministerium für Finanzen
Figl II,Franz Thoma,Franz Thoma,Bundesminister,1952-01-23,1952-10-28,Bundesministerium für Land- und Forstwirtschaft
Figl II,Josef Kraus,Josef Kraus,Bundesminister,1949-11-08,1952-01-23,Bundesministerium für Land- und Forstwirtschaft
Figl II,Josef Böck-Greissau,Josef Böck-Greissau,Bundesminister,1952-01-23,1952-10-28,Bundesministerium für Handel und Wiederaufbau
Figl II,Dr. Ernst Kolb,Ernst Kolb,Bundesminister,1949-11-08,1952-01-23,Bundesministerium für Handel und Wiederaufbau
Figl II,Dr. Fritz Bock,Fritz Bock,Staatssekretär,1952-01-23,1952-10-28,Bundesministerium für Handel und Wiederaufbau
Figl II,Dipl.-Ing. Karl Waldbrunner,Karl Waldbrunner,Bundesminister,1949-11-08,1952-10-28,Bundesministerium für Verkehr und verstaatlichte Betriebe
Figl II,Vinzenz Übeleis,Vinzenz Übeleis,Staatssekretär,1949-11-08,1952-10-28,Bundesministerium für Verkehr und verstaatlichte Betriebe
Figl I,Dipl.-Ing. DDDr. h.c. Leopold Figl,Leopold Figl,Bundeskanzler,1945-12-20,1949-11-08,Bundeskanzleramt
Figl I,Dr. Adolf Schärf,Adolf Schärf,Vizekanzler,1945-12-20,1949-11-08,Bundeskanzleramt
Figl I,Dipl.-Ing. Dr. Karl Gruber,Karl Gruber,Bundesminister für die auswärtigen Angelegenheiten,1945-12-20,1949-11-08,Bundeskanzleramt
Figl I,Erwin Altenburger,Erwin Altenburger,Bundesminister ohne Portefeuille,1947-01-11,1949-11-08,Bundeskanzleramt
Figl I,Lois Weinberger,Lois Weinberger,Bundesminister ohne Portefeuille,1945-12-20,1947-01-11,Bundeskanzleramt
Figl I,Oskar Helmer,Oskar Helmer,Bundesminister,1945-12-20,1949-11-08,Bundesministerium für Inneres
Figl I,Ferdinand Graf,Ferdinand Graf,Staatssekretär,1945-12-20,1949-11-08,Bundesministerium für Inneres
Figl I,Dr. Josef Gerö,Josef Gerö,Bundesminister,1945-12-20,1949-11-08,Bundesministerium für Justiz
Figl I,Dr. Felix Hurdes,Felix Hurdes,Bundesminister,1945-12-20,1949-11-08,Bundesministerium für Unterricht
Figl I,Karl Maisel,Karl Maisel,Bundesminister,1945-12-20,1949-11-08,Bundesministerium für soziale Verwaltung
Figl I,Dr. Georg Zimmermann,Georg Zimmermann,Bundesminister,1945-12-20,1949-11-08,Bundesministerium für Finanzen
Figl I,Josef Kraus,Josef Kraus,Bundesminister,1945-12-20,1949-11-08,Bundesministerium für Land- und Forstwirtschaft
Figl I,Dr. Ernst Kolb,Ernst Kolb,Bundesminister,1948-02-18,1949-11-08,Bundesministerium für Handel und Wiederaufbau
Figl I,Dr. h.c. Eduard Heinl,Eduard Heinl,Bundesminister,1946-05-31,1948-02-18,Bundesministerium für Handel und Wiederaufbau
Figl I,Dr. Peter Krauland,Peter Krauland,Betraut mit der vorläufigen Fortführung der Geschäfte des Bundesministeriums,1946-05-10,1946-05-31,Bundesministerium für Handel und Wiederaufbau
Figl I,Dr. Eugen Fleischacker,Eugen Fleischacker,Bundesminister,1945-12-20,1946-05-10,Bundesministerium für Handel und Wiederaufbau
Figl I,Otto Sagmeister,Otto Sagmeister,Bundesminister,1947-01-11,1949-11-08,Bundesministerium für Volksernährung
Figl I,Ing. Mag. Dr. Hans Frenzel,Hans Frenzel,Bundesminister,1945-12-20,1947-01-11,Bundesministerium für Volksernährung
Figl I,Dr. Peter Krauland,Peter Krauland,Bundesminister,1945-12-20,1949-11-08,Bundesministerium für Vermögenssicherung und Wirtschaftsplanung
Figl I,Karl Mantler,Karl Mantler,Staatssekretär,1947-01-11,1949-11-08,Bundesministerium für Vermögenssicherung und Wirtschaftsplanung
Figl I,Franz Rauscher,Franz Rauscher,Staatssekretär,1946-03-28,1947-01-11,Bundesministerium für Vermögenssicherung und Wirtschaftsplanung
Figl I,Dipl.-Ing. Karl Waldbrunner,Karl Waldbrunner,Staatssekretär,1945-12-20,1946-03-28,Bundesministerium für Vermögenssicherung und Wirtschaftsplanung
Figl I,Vinzenz Übeleis,Vinzenz Übeleis,Bundesminister,1945-12-20,1949-11-08,Bundesministerium für Verkehr
Figl I,Dr. Alfred Migsch,Alfred Migsch,Bundesminister,1947-11-24,1949-11-08,Bundesministerium für Energiewirtschaft und Elektrifizierung
Figl I,Dr. h.c. Eduard Heinl,Eduard Heinl,Betraut mit der Fortführung der Geschäfte des Bundesministeriums,1947-11-20,1947-11-24,Bundesministerium für Energiewirtschaft und Elektrifizierung
Figl I,Dr. Karl Altmann,Karl Altmann,Bundesminister,1945-12-20,1947-11-20,Bundesministerium für Energiewirtschaft und Elektrifizierung
Renner IV,Dr. Karl Renner,Karl Renner,Staatskanzler,1945-04-27,1945-12-20,Staatskanzlei
Renner IV,Dipl.-Ing. DDDr. h.c. Leopold Figl,Leopold Figl,Staatssekretär ohne Portefeuille,1945-04-27,1945-12-20,Staatskanzlei
Renner IV,Johann Koplenig,Johann Koplenig,Staatssekretär ohne Portefeuille,1945-04-27,1945-12-20,Staatskanzlei
Renner IV,Dr. Adolf Schärf,Adolf Schärf,Staatssekretär ohne Portefeuille,1945-04-27,1945-12-20,Staatskanzlei
Renner IV,Franz Winterer,Franz Winterer,Unterstaatssekretär für Heerwesen,1945-04-27,1945-12-20,Staatskanzlei
Renner IV,Dr. Heinrich Herglotz,Heinrich Herglotz,Unterstaatssekretär,1945-05-04,1945-12-20,Staatskanzlei
Renner IV,Dipl.-Ing. Dr. Karl Gruber,Karl Gruber,Unterstaatssekretär für Äußeres,1945-09-26,1945-12-20,Staatskanzlei
Renner IV,Franz Honner,Franz Honner,Staatssekretär,1945-04-27,1945-12-20,Staatsamt für Inneres
Renner IV,Raoul Bumballa,Raoul Bumballa,Unterstaatssekretär,1945-04-27,1945-12-20,Staatsamt für Inneres
Renner IV,Oskar Helmer,Oskar Helmer,Unterstaatssekretär,1945-04-27,1945-12-20,Staatsamt für Inneres
Renner IV,Dr. Josef Sommer,Josef Sommer,Unterstaatssekretär,1945-09-26,1945-12-20,Staatsamt für Inneres
Renner IV,Ernst Fischer,Ernst Fischer,Staatssekretär,1945-04-27,1945-12-20,"Staatsamt für Volksaufklärung, Unterricht und Erziehung und Kultusangelegenheiten"
Renner IV,Josef Enslein,Josef Enslein,Unterstaatssekretär,1945-04-27,1945-12-20,"Staatsamt für Volksaufklärung, Unterricht und Erziehung und Kultusangelegenheiten"
Renner IV,DDr. Ernst Hefel,Ernst Hefel,Unterstaatssekretär für Kultus,1945-04-27,1945-12-20,"Staatsamt für Volksaufklärung, Unterricht und Erziehung und Kultusangelegenheiten"
Renner IV,Dr. Karl Lugmayer,Karl Lugmayer,Unterstaatssekretär,1945-04-27,1945-12-20,"Staatsamt für Volksaufklärung, Unterricht und Erziehung und Kultusangelegenheiten"
Renner IV,Dr. Josef Gerö,Josef Gerö,Staatssekretär,1945-04-27,1945-12-20,Staatsamt für Justiz
Renner IV,Dr. Karl Altmann,Karl Altmann,Unterstaatssekretär,1945-04-27,1945-12-20,Staatsamt für Justiz
Renner IV,Dr. Ferdinand Nagl,Ferdinand Nagl,Unterstaatssekretär,1945-04-27,1945-12-20,Staatsamt für Justiz
Renner IV,Dr. Max Scheffenegger,Max Scheffenegger,Unterstaatssekretär,1945-04-27,1945-12-20,Staatsamt für Justiz
Renner IV,Dr. Georg Zimmermann,Georg Zimmermann,Staatssekretär,1945-04-27,1945-12-20,Staatsamt für Finanzen
Renner IV,Dr. Hans Rizzi,Hans Rizzi,Unterstaatssekretär,1945-05-04,1945-07-25,Staatsamt für Finanzen
Renner IV,Josef Kraus,Josef Kraus,Staatssekretär,1945-09-26,1945-12-20,Staatsamt für Land- und Forstwirtschaft
Renner IV,Rudolf Buchinger,Rudolf Buchinger,Staatssekretär,1945-04-27,1945-09-26,Staatsamt für Land- und Forstwirtschaft
Renner IV,Laurenz Genner,Laurenz Genner,Unterstaatssekretär,1945-04-27,1945-12-20,Staatsamt für Land- und Forstwirtschaft
Renner IV,Alois Mentasti,Alois Mentasti,Unterstaatssekretär,1945-04-27,1945-12-20,Staatsamt für Land- und Forstwirtschaft
Renner IV,Dr. h.c. Eduard Heinl,Eduard Heinl,Staatssekretär,1945-04-27,1945-12-20,"Staatsamt für Industrie, Gewerbe, Handel und Verkehr"
Renner IV,Dipl.-Ing. Karl Waldbrunner,Karl Waldbrunner,Unterstaatssekretär,1945-04-27,1945-12-20,"Staatsamt für Industrie, Gewerbe, Handel und Verkehr"
Renner IV,Hermann Lichtenegger,Hermann Lichtenegger,Unterstaatssekretär,1945-05-04,1945-12-20,"Staatsamt für Industrie, Gewerbe, Handel und Verkehr"
Renner IV,Andreas Korp,Andreas Korp,Staatssekretär,1945-04-27,1945-12-20,Staatsamt für Volksernährung
Renner IV,Helene Postranecky,Helene Postranecky,Unterstaatssekretärin,1945-04-27,1945-12-20,Staatsamt für Volksernährung
Renner IV,Ing. Ernst Winsauer,Ernst Winsauer,Unterstaatssekretär,1945-09-26,1945-12-20,Staatsamt für Volksernährung
Renner IV,Josef Kraus,Josef Kraus,Unterstaatssekretär,1945-04-27,1945-09-26,Staatsamt für Volksernährung
Renner IV,Johann Böhm,Johann Böhm,Staatssekretär,1945-04-27,1945-12-20,Staatsamt für soziale Verwaltung
Renner IV,Dr. Franz David,Franz David,Unterstaatssekretär,1945-04-27,1945-12-20,Staatsamt für soziale Verwaltung
Renner IV,Lois Weinberger,Lois Weinberger,Unterstaatssekretär,1945-04-27,1945-12-20,Staatsamt für soziale Verwaltung
Renner IV,Ing. DDDr. Julius Raab,Julius Raab,Staatssekretär,1945-04-27,1945-12-20,"Staatsamt für öffentliche Bauten, Übergangswirtschaft und Wiederaufbau"
Renner IV,Heinrich Schneidmadl,Heinrich Schneidmadl,Unterstaatssekretär,1945-04-27,1945-12-20,"Staatsamt für öffentliche Bauten, Übergangswirtschaft und Wiederaufbau"
Renner IV,Ing. Otto Mödlagl,Otto Mödlagl,Unterstaatssekretär,1945-05-04,1945-12-20,"Staatsamt für öffentliche Bauten, Übergangswirtschaft und Wiederaufbau"
Renner IV,Ing. Vinzenz Schumy,Vinzenz Schumy,Staatssekretär,1945-09-26,1945-12-20,"Staatsamt für Sicherung, Verwaltung, Planung und Verwendung öffentlichen Vermögens"
Renner IV,Dr. Alfred Neumann,Alfred Neumann,Unterstaatssekretär,1945-09-26,1945-12-20,"Staatsamt für Sicherung, Verwaltung, Planung und Verwendung öffentlichen Vermögens"
Renner IV,Franz Rauscher,Franz Rauscher,Unterstaatssekretär,1945-09-26,1945-12-20,"Staatsamt für Sicherung, Verwaltung, Planung und Verwendung öffentlichen Vermögens"
Schuschnigg IV,Dr. Kurt Schuschnigg,Kurt Schuschnigg,Bundeskanzler,1938-02-16,1938-03-11,Bundeskanzleramt
Schuschnigg IV,Ludwig Hülgerth,Ludwig Hülgerth,Vizekanzler,1938-02-16,1938-03-11,Bundeskanzleramt
Schuschnigg IV,Dr. Guido Schmidt,Guido Schmidt,Bundesminister für die Auswärtigen Angelegenheiten,1938-02-16,1938-03-11,Bundeskanzleramt
Schuschnigg IV,Dr. h.c. Edmund Glaise-Horstenau,Edmund Glaise-Horstenau,Bundesminister,1938-02-16,1938-03-11,Bundeskanzleramt
Schuschnigg IV,Hans Rott,Hans Rott,Bundesminister,1938-02-16,1938-03-11,Bundeskanzleramt
Schuschnigg IV,Dr. Arthur Seyss-Inquart,Arthur Seyss-Inquart,Bundesminister mit der sachlichen Leitung der Angelegenheiten der inneren Verwaltung und des Sicherheitswesens betraut,1938-02-16,1938-03-11,Bundeskanzleramt
Schuschnigg IV,Guido Zernatto,Guido Zernatto,Bundesminister,1938-02-16,1938-03-11,Bundeskanzleramt
Schuschnigg IV,Dr. Michael Skubl,Michael Skubl,Staatssekretär für Sicherheitswesen,1938-02-16,1938-03-11,Bundeskanzleramt
Schuschnigg IV,Dr. Ludwig Adamovich,Ludwig Adamovich,Bundesminister,1938-02-16,1938-03-11,Bundesministerium für Justiz
Schuschnigg IV,Dr. Hans Pernter,Hans Pernter,Bundesminister,1938-02-16,1938-03-11,Bundesministerium für Unterricht
Schuschnigg IV,Dr. Josef Resch,Josef Resch,Bundesminister,1938-02-16,1938-03-11,Bundesministerium für soziale Verwaltung
Schuschnigg IV,Adolf Watzek,Adolf Watzek,Staatssekretär für die Angelegenheiten des gesetzlichen Schutzes der Arbeiter und Angestellten,1938-02-16,1938-03-11,Bundesministerium für soziale Verwaltung
Schuschnigg IV,Dr. Rudolf Neumayer,Rudolf Neumayer,Bundesminister,1938-02-16,1938-03-11,Bundesministerium für Finanzen
Schuschnigg IV,Peter Mandorfer,Peter Mandorfer,Bundesminister,1938-02-16,1938-03-11,Bundesministerium für Land- und Forstwirtschaft
Schuschnigg IV,Ing. Franz Matschnig,Franz Matschnig,Staatssekretär für die Angelegenheiten der Forstwirtschaft,1938-02-16,1938-03-11,Bundesministerium für Land- und Forstwirtschaft
Schuschnigg IV,Ing. DDDr. Julius Raab,Julius Raab,Bundesminister,1938-02-16,1938-03-11,Bundesministerium für Handel und Verkehr
Schuschnigg IV,Ludwig Stepski-Doliwa,Ludwig Stepski-Doliwa,Staatssekretär für die Angelegenheiten der Industrie,1938-02-16,1938-03-11,Bundesministerium für Handel und Verkehr
Schuschnigg IV,Dr. Kurt Schuschnigg,Kurt Schuschnigg,Betraut mit der Leitung des Bundesministeriums,1938-02-16,1938-03-11,Bundesministerium für Landesverteidigung
Schuschnigg IV,Wilhelm Zehner,Wilhelm Zehner,Staatssekretär,1938-02-16,1938-03-11,Bundesministerium für Landesverteidigung
Schuschnigg III,Dr. Kurt Schuschnigg,Kurt Schuschnigg,Bundeskanzler,1936-11-03,1938-02-16,Bundeskanzleramt
Schuschnigg III,Ludwig Hülgerth,Ludwig Hülgerth,Vizekanzler,1936-11-03,1938-02-16,Bundeskanzleramt
Schuschnigg III,Dr. h.c. Edmund Glaise-Horstenau,Edmund Glaise-Horstenau,Bundesminister mit der sachlichen Leitung der Angelegenheiten der inneren Verwaltung betraut,1936-11-06,1938-02-16,Bundeskanzleramt
Schuschnigg III,Odo Neustädter-Stürmer,Odo Neustädter-Stürmer,Bundesminister mit der sachlichen Leitung der Angelegenheiten des Sicherheitswesens und der Vorbereitung der Gesetzgebung über die berufsständische Neuordnung betraut,1936-11-06,1937-03-20,Bundeskanzleramt
Schuschnigg III,Dr. Guido Schmidt,Guido Schmidt,Staatssekretär für die Auswärtigen Angelegenheiten,1936-11-03,1938-02-16,Bundeskanzleramt
Schuschnigg III,Guido Zernatto,Guido Zernatto,Staatssekretär für Angelegenheiten des Bundeskanzleramts,1936-11-03,1938-02-16,Bundeskanzleramt
Schuschnigg III,Dr. Michael Skubl,Michael Skubl,Staatssekretär für Angelegenheiten der Sicherheit,1937-03-20,1938-02-16,Bundeskanzleramt
Schuschnigg III,Dr. Adolf Pilz,Adolf Pilz,Bundesminister,1936-11-03,1938-02-16,Bundesministerium für Justiz
Schuschnigg III,Dr. Hans Pernter,Hans Pernter,Bundesminister,1936-11-03,1938-02-16,Bundesministerium für Unterricht
Schuschnigg III,Dr. Josef Resch,Josef Resch,Bundesminister,1936-11-03,1938-02-16,Bundesministerium für soziale Verwaltung
Schuschnigg III,Hans Rott,Hans Rott,Staatssekretär für die Angelegenheiten des gesetzlichen Schutzes der Arbeiter und Angestellten,1936-11-03,1938-02-16,Bundesministerium für soziale Verwaltung
Schuschnigg III,Dr. Rudolf Neumayer,Rudolf Neumayer,Bundesminister,1936-11-03,1938-02-16,Bundesministerium für Finanzen
Schuschnigg III,Peter Mandorfer,Peter Mandorfer,Bundesminister,1936-11-03,1938-02-16,Bundesministerium für Land- und Forstwirtschaft
Schuschnigg III,Dr. Wilhelm Taucher,Wilhelm Taucher,Bundesminister,1936-11-03,1938-02-16,Bundesministerium für Handel und Verkehr
Schuschnigg III,Dr. Kurt Schuschnigg,Kurt Schuschnigg,Betraut mit der Leitung des Bundesministeriums,1936-11-03,1938-02-16,Bundesministerium für Landesverteidigung
Schuschnigg III,Wilhelm Zehner,Wilhelm Zehner,Staatssekretär,1936-11-03,1938-02-16,Bundesministerium für Landesverteidigung
Schuschnigg II,Dr. Kurt Schuschnigg,Kurt Schuschnigg,Bundeskanzler,1936-05-14,1936-11-03,Bundeskanzleramt
Schuschnigg II,Eduard Baar-Baarenfels,Eduard Baar-Baarenfels,Vizekanzler,1936-05-14,1936-11-03,Bundeskanzleramt
Schuschnigg II,Dr. h.c. Edmund Glaise-Horstenau,Edmund Glaise-Horstenau,Bundesminister,1936-07-11,1936-11-03,Bundeskanzleramt
Schuschnigg II,Eduard Baar-Baarenfels,Eduard Baar-Baarenfels,Betraut mit der sachlichen Leitung der Angelegenheiten der inneren Verwaltung einschließlich des Sicherheitswesens,1936-05-15,1936-11-03,Bundeskanzleramt
Schuschnigg II,Guido Zernatto,Guido Zernatto,Staatssekretär für Angelegenheiten des Bundeskanzleramts,1936-05-14,1936-11-03,Bundeskanzleramt
Schuschnigg II,Dr. Guido Schmidt,Guido Schmidt,Staatssekretär für die Auswärtigen Angelegenheiten,1936-07-11,1936-11-03,Bundeskanzleramt
Schuschnigg II,Hans Hammerstein-Equord,Hans Hammerstein-Equord,Bundesminister,1936-05-14,1936-11-03,Bundesministerium für Justiz
Schuschnigg II,Dr. Hans Pernter,Hans Pernter,Bundesminister,1936-05-14,1936-11-03,Bundesministerium für Unterricht
Schuschnigg II,Dr. Kurt Schuschnigg,Kurt Schuschnigg,Betraut mit der Leitung des Bundesministeriums,1936-10-10,1936-10-10,Bundesministerium für Unterricht
Schuschnigg II,Dr. Josef Resch,Josef Resch,Bundesminister,1936-05-14,1936-11-03,Bundesministerium für soziale Verwaltung
Schuschnigg II,Dr. Ludwig Draxler,Ludwig Draxler,Bundesminister,1936-05-14,1936-11-03,Bundesministerium für Finanzen
Schuschnigg II,Dr. Kurt Schuschnigg,Kurt Schuschnigg,Betraut mit der Leitung des Bundesministeriums,1936-10-10,1936-10-10,Bundesministerium für Finanzen
Schuschnigg II,Peter Mandorfer,Peter Mandorfer,Bundesminister,1936-05-15,1936-11-03,Bundesministerium für Land- und Forstwirtschaft
Schuschnigg II,Dr. Kurt Schuschnigg,Kurt Schuschnigg,Betraut mit der Leitung des Bundesministeriums,1936-05-14,1936-05-15,Bundesministerium für Land- und Forstwirtschaft
Schuschnigg II,Friedrich Stockinger,Friedrich Stockinger,Bundesminister,1936-05-14,1936-11-03,Bundesministerium für Handel und Verkehr
Schuschnigg II,Dr. Kurt Schuschnigg,Kurt Schuschnigg,Betraut mit der Leitung des Bundesministeriums,1936-05-14,1936-11-03,Bundesministerium für Landesverteidigung
Schuschnigg II,Wilhelm Zehner,Wilhelm Zehner,Staatssekretär,1936-05-14,1936-11-03,Bundesministerium für Landesverteidigung
Dollfuß II - Schuschnigg I,Dr. Kurt Schuschnigg,Kurt Schuschnigg,Bundeskanzler,1934-07-29,1936-05-14,Bundeskanzleramt
Dollfuß II - Schuschnigg I,Dr. Engelbert Dollfuß,Engelbert Dollfuß,Bundeskanzler,1933-09-21,1934-07-25,Bundeskanzleramt
Dollfuß II - Schuschnigg I,Ernst Rüdiger Starhemberg,Ernst Rüdiger Starhemberg,Vizekanzler,1934-05-01,1936-05-14,Bundeskanzleramt
Dollfuß II - Schuschnigg I,Ernst Rüdiger Starhemberg,Ernst Rüdiger Starhemberg,Betraut mit der sachlichen Leitung der Angelegenheiten der körperlichen Ertüchtigung,1935-10-29,1936-05-14,Bundeskanzleramt
Dollfuß II - Schuschnigg I,Ernst Rüdiger Starhemberg,Ernst Rüdiger Starhemberg,Betraut mit der sachlichen Leitung der Angelegenheiten der körperlichen Ertüchtigung,1934-05-17,1935-10-17,Bundeskanzleramt
Dollfuß II - Schuschnigg I,Ernst Rüdiger Starhemberg,Ernst Rüdiger Starhemberg,Betraut mit der sachlichen Leitung der Angelegenheiten des Sicherheitswesens,1934-07-30,1935-10-17,Bundeskanzleramt
Dollfuß II - Schuschnigg I,Emil Fey,Emil Fey,Vizekanzler,1933-09-21,1934-05-01,Bundeskanzleramt
Dollfuß II - Schuschnigg I,Dr. Robert Kerber,Robert Kerber,Bundesminister,1933-09-21,1934-07-10,Bundeskanzleramt
Dollfuß II - Schuschnigg I,Egon Berger-Waldenegg,Egon Berger-Waldenegg,Bundesminister für die auswärtigen Angelegenheiten,1935-10-29,1936-05-14,Bundeskanzleramt
Dollfuß II - Schuschnigg I,Egon Berger-Waldenegg,Egon Berger-Waldenegg,Bundesminister für die auswärtigen Angelegenheiten,1934-08-03,1935-10-17,Bundeskanzleramt
Dollfuß II - Schuschnigg I,Dr. Robert Kerber,Robert Kerber,Bundesminister mit der sachlichen Leitung der Angelegenheiten der inneren Verwaltung betraut,1933-09-23,1936-05-14,Bundeskanzleramt
Dollfuß II - Schuschnigg I,Dr. Robert Kerber,Robert Kerber,Bundesminister mit der sachlichen Leitung der Angelegenheiten der administrativen Angelegenheiten der Bundesanstalt für Statistik betraut,1934-05-01,1936-05-14,Bundeskanzleramt
Dollfuß II - Schuschnigg I,Egon Berger-Waldenegg,Egon Berger-Waldenegg,Bundesminister,1934-07-29,1936-05-14,Bundeskanzleramt
Dollfuß II - Schuschnigg I,Emil Fey,Emil Fey,Bundesminister mit der sachlichen Leitung der Angelegenheiten der inneren Verwaltung betraut,1934-07-30,1936-05-14,Bundeskanzleramt
Dollfuß II - Schuschnigg I,Emil Fey,Emil Fey,Bundesminister mit der sachlichen Leitung der Angelegenheiten der Bekämpfung staatsgefährlicher Bestrebungen in der Privatwirtschaft betraut,1935-09-28,1936-05-14,Bundeskanzleramt
Dollfuß II - Schuschnigg I,Eduard Baar-Baarenfels,Eduard Baar-Baarenfels,Bundesminister mit der sachlichen Leitung der Angelegenheiten des Sicherheitswesens und der inneren Verwaltung betraut,1935-10-29,1936-05-14,Bundeskanzleramt
Dollfuß II - Schuschnigg I,Dr. Karl Buresch,Karl Buresch,Bundesminister,1935-10-17,1936-01-30,Bundeskanzleramt
Dollfuß II - Schuschnigg I,Emil Fey,Emil Fey,Bundesminister,1934-05-01,1935-10-17,Bundeskanzleramt
Dollfuß II - Schuschnigg I,Odo Neustädter-Stürmer,Odo Neustädter-Stürmer,Bundesminister mit der sachlichen Leitung der die Gesetzgebung über die berufsständische Neuordnung vorbereitenden Tätigkeit der Bundesministerien betraut,1934-09-10,1935-10-17,Bundeskanzleramt
Dollfuß II - Schuschnigg I,Dr. Otto Ender,Otto Ender,Bundesminister mit der sachlichen Leitung der Angelegenheiten der Verfassungs- und Verwaltungsreform betraut,1933-09-23,1934-07-10,Bundeskanzleramt
Dollfuß II - Schuschnigg I,Richard Schmitz,Richard Schmitz,Bundesminister,1934-02-16,1934-07-10,Bundeskanzleramt
Dollfuß II - Schuschnigg I,Emil Fey,Emil Fey,Bundesminister mit der sachlichen Leitung der Angelegenheiten des Sicherheitswesens und der zum Wirkungsbereich der Abt 4 gehörenden Angelegenheiten betraut,1934-05-01,1934-07-10,Bundeskanzleramt
